retention_fraction,minimum_keep,operational_weight,nli_weight,cell_count,recall_macro,recall_min,recall_pooled,selected_count_mean,selected_count_median,selected_count_max,silver_precision_lower_bound_macro,silver_precision_lower_bound_min,mrr_macro,mrr_min,selected_count_ratio,delta_vs_full_p_lb,delta_vs_full_mrr,matched_a2_recall_delta,matched_a2_p_lb_delta,matched_a2_mrr_delta,matched_r2_recall_delta,matched_r2_p_lb_delta,matched_r2_mrr_delta,nli_additive_gain,feasible,violation_count,selected
0.8,14,0.2,0.4,20,0.9836363636363636,0.9090909090909091,0.9777777777777777,19.9,19.5,26,0.7696526097517146,0.5882352941176471,0.9680681818181818,0.9,0.8378947368421052,0.09673538510061896,-0.03193181818181823,-0.014090909090909043,-0.011943143812709112,-0.029659090909090913,-0.011818181818181839,-0.009670416539981797,-0.02738636363636371,-0.009670416539981797,False,8,False
0.8,14,0.3,0.1,20,0.9954545454545455,0.9090909090909091,0.9936507936507937,19.9,19.5,26,0.7793230262916964,0.5882352941176471,0.9954545454545455,0.9090909090909091,0.8378947368421052,0.10640580164060076,-0.004545454545454519,-0.002272727272727204,-0.002272727272727315,-0.002272727272727204,0.0,0.0,0.0,0.0,False,4,False
0.8,14,0.3,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,19.9,19.5,26,0.7815957535644237,0.5882352941176471,0.9953409090909091,0.9545454545454546,0.8378947368421052,0.10867852891332808,-0.0046590909090908905,0.0,0.0,-0.0023863636363635754,0.002272727272727204,0.002272727272727315,-0.00011363636363637131,0.002272727272727315,False,2,False
0.8,14,0.3,0.3,20,0.9929545454545454,0.95,0.9904761904761905,19.9,19.5,26,0.7776726766413466,0.5882352941176471,0.9869318181818182,0.925,0.8378947368421052,0.10475545199025105,-0.013068181818181812,-0.004772727272727262,-0.003923076923077029,-0.010795454545454497,-0.0025000000000000577,-0.001650349650349714,-0.008522727272727293,-0.001650349650349714,False,8,False
0.8,14,0.3,0.4,20,0.9836363636363636,0.9090909090909091,0.9777777777777777,19.9,19.5,26,0.7696526097517146,0.5882352941176471,0.9630681818181819,0.875,0.8378947368421052,0.09673538510061896,-0.03693181818181812,-0.014090909090909043,-0.011943143812709112,-0.034659090909090806,-0.011818181818181839,-0.009670416539981797,-0.028863636363636314,-0.009670416539981797,False,8,False
0.85,8,0.0,0.1,20,1.0,1.0,1.0,20.7,20.5,28,0.7697566754312278,0.5555555555555556,1.0,1.0,0.871578947368421,0.09683945078013223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,True
0.85,8,0.0,0.2,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.7,20.5,28,0.7613327623877496,0.5555555555555556,0.9909090909090909,0.9090909090909091,0.871578947368421,0.088415537736654,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.008423913043478226,False,7,False
0.85,8,0.0,0.3,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.7,20.5,28,0.7613327623877496,0.5555555555555556,0.9909090909090909,0.9090909090909091,0.871578947368421,0.088415537736654,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.008423913043478226,False,7,False
0.85,8,0.0,0.4,20,0.9772727272727273,0.9090909090909091,0.9777777777777777,20.7,20.5,28,0.7493847566897439,0.5555555555555556,0.9736363636363636,0.9090909090909091,0.871578947368421,0.07646753203864831,-0.026363636363636367,-0.022727272727272707,-0.02037191874148392,-0.026363636363636367,-0.022727272727272707,-0.02037191874148392,-0.026363636363636367,-0.02037191874148392,False,8,False
0.85,8,0.1,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,8,0.1,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,8,0.1,0.3,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.7,20.5,28,0.7613327623877496,0.5555555555555556,0.9896590909090909,0.9090909090909091,0.871578947368421,0.088415537736654,-0.010340909090909123,-0.00909090909090915,-0.008423913043478226,-0.010340909090909123,-0.00909090909090915,-0.008423913043478226,-0.010340909090909123,-0.008423913043478226,False,8,False
0.85,8,0.1,0.4,20,0.9840909090909091,0.9090909090909091,0.9841269841269841,20.7,20.5,28,0.7556347566897439,0.5555555555555556,0.9769318181818182,0.9090909090909091,0.871578947368421,0.08271753203864829,-0.02306818181818182,-0.015909090909090873,-0.014121918741483941,-0.02306818181818182,-0.015909090909090873,-0.014121918741483941,-0.02306818181818182,-0.014121918741483941,False,8,False
0.85,8,0.2,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,8,0.2,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9964772727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.0035227272727272885,-0.002272727272727315,-0.0021739130434782483,-0.0035227272727272885,0.0,0.0,-0.0012499999999999734,0.0,False,5,False
0.85,8,0.2,0.3,20,0.9931818181818182,0.9090909090909091,0.9936507936507937,20.7,20.5,28,0.7634160957210829,0.5555555555555556,0.9896590909090909,0.9090909090909091,0.871578947368421,0.09049887106998733,-0.010340909090909123,-0.006818181818181834,-0.0063405797101449,-0.010340909090909123,-0.004545454545454519,-0.004166666666666652,-0.008068181818181808,-0.004166666666666652,False,8,False
0.85,8,0.2,0.4,20,0.9840909090909091,0.9090909090909091,0.9841269841269841,20.7,20.5,28,0.7556347566897439,0.5555555555555556,0.9672727272727272,0.9090909090909091,0.871578947368421,0.08271753203864829,-0.03272727272727283,-0.015909090909090873,-0.014121918741483941,-0.03272727272727283,-0.013636363636363558,-0.011948005698005693,-0.030454545454545512,-0.011948005698005693,False,8,False
0.85,8,0.3,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,0.0,0.0,0.0,0.0,False,4,False
0.85,8,0.3,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9953409090909091,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.0046590909090908905,-0.002272727272727315,-0.0021739130434782483,-0.0046590909090908905,0.002272727272727204,0.0021739130434782483,-0.00011363636363637131,0.0021739130434782483,False,4,False
0.85,8,0.3,0.3,20,0.9931818181818182,0.9090909090909091,0.9936507936507937,20.7,20.5,28,0.7634160957210829,0.5555555555555556,0.9871590909090908,0.9090909090909091,0.871578947368421,0.09049887106998733,-0.01284090909090918,-0.006818181818181834,-0.0063405797101449,-0.01284090909090918,-0.002272727272727315,-0.0019927536231884035,-0.008295454545454661,-0.0019927536231884035,False,8,False
0.85,8,0.3,0.4,20,0.9838636363636363,0.9090909090909091,0.9841269841269841,20.7,20.5,28,0.7559323757373629,0.5555555555555556,0.9606439393939393,0.9,0.871578947368421,0.08301515108626734,-0.03935606060606067,-0.016136363636363726,-0.013824299693864894,-0.03935606060606067,-0.011590909090909207,-0.009476473606908398,-0.031287878787878864,-0.009476473606908398,False,8,False
0.85,10,0.0,0.1,20,1.0,1.0,1.0,20.7,20.5,28,0.7697566754312278,0.5555555555555556,1.0,1.0,0.871578947368421,0.09683945078013223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False
0.85,10,0.0,0.2,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.7,20.5,28,0.7613327623877496,0.5555555555555556,0.9909090909090909,0.9090909090909091,0.871578947368421,0.088415537736654,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.008423913043478226,False,7,False
0.85,10,0.0,0.3,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.7,20.5,28,0.7613327623877496,0.5555555555555556,0.9909090909090909,0.9090909090909091,0.871578947368421,0.088415537736654,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.008423913043478226,False,7,False
0.85,10,0.0,0.4,20,0.9772727272727273,0.9090909090909091,0.9777777777777777,20.7,20.5,28,0.7493847566897439,0.5555555555555556,0.9736363636363636,0.9090909090909091,0.871578947368421,0.07646753203864831,-0.026363636363636367,-0.022727272727272707,-0.02037191874148392,-0.026363636363636367,-0.022727272727272707,-0.02037191874148392,-0.026363636363636367,-0.02037191874148392,False,8,False
0.85,10,0.1,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,10,0.1,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,10,0.1,0.3,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.7,20.5,28,0.7613327623877496,0.5555555555555556,0.9896590909090909,0.9090909090909091,0.871578947368421,0.088415537736654,-0.010340909090909123,-0.00909090909090915,-0.008423913043478226,-0.010340909090909123,-0.00909090909090915,-0.008423913043478226,-0.010340909090909123,-0.008423913043478226,False,8,False
0.85,10,0.1,0.4,20,0.9840909090909091,0.9090909090909091,0.9841269841269841,20.7,20.5,28,0.7556347566897439,0.5555555555555556,0.9769318181818182,0.9090909090909091,0.871578947368421,0.08271753203864829,-0.02306818181818182,-0.015909090909090873,-0.014121918741483941,-0.02306818181818182,-0.015909090909090873,-0.014121918741483941,-0.02306818181818182,-0.014121918741483941,False,8,False
0.85,10,0.2,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,10,0.2,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9964772727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.0035227272727272885,-0.002272727272727315,-0.0021739130434782483,-0.0035227272727272885,0.0,0.0,-0.0012499999999999734,0.0,False,5,False
0.85,10,0.2,0.3,20,0.9931818181818182,0.9090909090909091,0.9936507936507937,20.7,20.5,28,0.7634160957210829,0.5555555555555556,0.9896590909090909,0.9090909090909091,0.871578947368421,0.09049887106998733,-0.010340909090909123,-0.006818181818181834,-0.0063405797101449,-0.010340909090909123,-0.004545454545454519,-0.004166666666666652,-0.008068181818181808,-0.004166666666666652,False,8,False
0.85,10,0.2,0.4,20,0.9840909090909091,0.9090909090909091,0.9841269841269841,20.7,20.5,28,0.7556347566897439,0.5555555555555556,0.9672727272727272,0.9090909090909091,0.871578947368421,0.08271753203864829,-0.03272727272727283,-0.015909090909090873,-0.014121918741483941,-0.03272727272727283,-0.013636363636363558,-0.011948005698005693,-0.030454545454545512,-0.011948005698005693,False,8,False
0.85,10,0.3,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,0.0,0.0,0.0,0.0,False,4,False
0.85,10,0.3,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.7,20.5,28,0.7675827623877496,0.5555555555555556,0.9953409090909091,0.9545454545454546,0.871578947368421,0.09466553773665398,-0.0046590909090908905,-0.002272727272727315,-0.0021739130434782483,-0.0046590909090908905,0.002272727272727204,0.0021739130434782483,-0.00011363636363637131,0.0021739130434782483,False,4,False
0.85,10,0.3,0.3,20,0.9931818181818182,0.9090909090909091,0.9936507936507937,20.7,20.5,28,0.7634160957210829,0.5555555555555556,0.9871590909090908,0.9090909090909091,0.871578947368421,0.09049887106998733,-0.01284090909090918,-0.006818181818181834,-0.0063405797101449,-0.01284090909090918,-0.002272727272727315,-0.0019927536231884035,-0.008295454545454661,-0.0019927536231884035,False,8,False
0.85,10,0.3,0.4,20,0.9838636363636363,0.9090909090909091,0.9841269841269841,20.7,20.5,28,0.7559323757373629,0.5555555555555556,0.9606439393939393,0.9,0.871578947368421,0.08301515108626734,-0.03935606060606067,-0.016136363636363726,-0.013824299693864894,-0.03935606060606067,-0.011590909090909207,-0.009476473606908398,-0.031287878787878864,-0.009476473606908398,False,8,False
0.85,12,0.0,0.1,20,1.0,1.0,1.0,20.75,20.5,28,0.7655900087645612,0.5555555555555556,1.0,1.0,0.8736842105263158,0.09267278411346558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False
0.85,12,0.0,0.2,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.75,20.5,28,0.757166095721083,0.5555555555555556,0.9909090909090909,0.9090909090909091,0.8736842105263158,0.08424887106998735,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.008423913043478226,False,7,False
0.85,12,0.0,0.3,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.75,20.5,28,0.757166095721083,0.5555555555555556,0.9909090909090909,0.9090909090909091,0.8736842105263158,0.08424887106998735,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.00909090909090915,-0.008423913043478226,-0.00909090909090915,-0.008423913043478226,False,7,False
0.85,12,0.0,0.4,20,0.9772727272727273,0.9090909090909091,0.9777777777777777,20.75,20.5,28,0.7452180900230773,0.5555555555555556,0.9736363636363636,0.9090909090909091,0.8736842105263158,0.07230086537198166,-0.026363636363636367,-0.022727272727272707,-0.02037191874148392,-0.026363636363636367,-0.022727272727272707,-0.02037191874148392,-0.026363636363636367,-0.02037191874148392,False,8,False
0.85,12,0.1,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.75,20.5,28,0.7634160957210829,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8736842105263158,0.09049887106998733,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,12,0.1,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.75,20.5,28,0.7634160957210829,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8736842105263158,0.09049887106998733,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,12,0.1,0.3,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,20.75,20.5,28,0.757166095721083,0.5555555555555556,0.9896590909090909,0.9090909090909091,0.8736842105263158,0.08424887106998735,-0.010340909090909123,-0.00909090909090915,-0.008423913043478226,-0.010340909090909123,-0.00909090909090915,-0.008423913043478226,-0.010340909090909123,-0.008423913043478226,False,8,False
0.85,12,0.1,0.4,20,0.9840909090909091,0.9090909090909091,0.9841269841269841,20.75,20.5,28,0.7514680900230772,0.5555555555555556,0.9769318181818182,0.9090909090909091,0.8736842105263158,0.07855086537198164,-0.02306818181818182,-0.015909090909090873,-0.014121918741483941,-0.02306818181818182,-0.015909090909090873,-0.014121918741483941,-0.02306818181818182,-0.014121918741483941,False,8,False
0.85,12,0.2,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.75,20.5,28,0.7634160957210829,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8736842105263158,0.09049887106998733,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,-0.0021739130434782483,False,7,False
0.85,12,0.2,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.75,20.5,28,0.7634160957210829,0.5555555555555556,0.9964772727272727,0.9545454545454546,0.8736842105263158,0.09049887106998733,-0.0035227272727272885,-0.002272727272727315,-0.0021739130434782483,-0.0035227272727272885,0.0,0.0,-0.0012499999999999734,0.0,False,5,False
0.85,12,0.2,0.3,20,0.9931818181818182,0.9090909090909091,0.9936507936507937,20.75,20.5,28,0.7592494290544163,0.5555555555555556,0.9896590909090909,0.9090909090909091,0.8736842105263158,0.08633220440332068,-0.010340909090909123,-0.006818181818181834,-0.0063405797101449,-0.010340909090909123,-0.004545454545454519,-0.004166666666666652,-0.008068181818181808,-0.004166666666666652,False,8,False
0.85,12,0.2,0.4,20,0.9840909090909091,0.9090909090909091,0.9841269841269841,20.75,20.5,28,0.7514680900230772,0.5555555555555556,0.9672727272727272,0.9090909090909091,0.8736842105263158,0.07855086537198164,-0.03272727272727283,-0.015909090909090873,-0.014121918741483941,-0.03272727272727283,-0.013636363636363558,-0.011948005698005693,-0.030454545454545512,-0.011948005698005693,False,8,False
0.85,12,0.3,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.75,20.5,28,0.7634160957210829,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8736842105263158,0.09049887106998733,-0.002272727272727315,-0.002272727272727315,-0.0021739130434782483,-0.002272727272727315,0.0,0.0,0.0,0.0,False,4,False
0.85,12,0.3,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,20.75,20.5,28,0.7634160957210829,0.5555555555555556,0.9953409090909091,0.9545454545454546,0.8736842105263158,0.09049887106998733,-0.0046590909090908905,-0.002272727272727315,-0.0021739130434782483,-0.0046590909090908905,0.002272727272727204,0.0021739130434782483,-0.00011363636363637131,0.0021739130434782483,False,4,False
0.85,12,0.3,0.3,20,0.9931818181818182,0.9090909090909091,0.9936507936507937,20.75,20.5,28,0.7592494290544163,0.5555555555555556,0.9871590909090908,0.9090909090909091,0.8736842105263158,0.08633220440332068,-0.01284090909090918,-0.006818181818181834,-0.0063405797101449,-0.01284090909090918,-0.002272727272727315,-0.0019927536231884035,-0.008295454545454661,-0.0019927536231884035,False,8,False
0.85,12,0.3,0.4,20,0.9838636363636363,0.9090909090909091,0.9841269841269841,20.75,20.5,28,0.7517657090706963,0.5555555555555556,0.9606439393939393,0.9,0.8736842105263158,0.07884848441960068,-0.03935606060606067,-0.016136363636363726,-0.013824299693864894,-0.03935606060606067,-0.011590909090909207,-0.009476473606908398,-0.031287878787878864,-0.009476473606908398,False,8,False
0.85,14,0.0,0.1,20,1.0,1.0,1.0,21.0,20.5,28,0.7494727926473451,0.5555555555555556,1.0,1.0,0.8842105263157894,0.07655556799624952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False
0.85,14,0.0,0.2,20,0.9954545454545455,0.9545454545454546,0.9936507936507937,21.0,20.5,28,0.7452155462705334,0.5555555555555556,0.9954545454545455,0.9545454545454546,0.8842105263157894,0.07229832161943783,-0.004545454545454519,-0.004545454545454519,-0.004257246376811685,-0.004545454545454519,-0.004545454545454519,-0.004257246376811685,-0.004545454545454519,-0.004257246376811685,False,7,False
0.85,14,0.0,0.3,20,0.9954545454545455,0.9545454545454546,0.9936507936507937,21.0,20.5,28,0.7452155462705334,0.5555555555555556,0.9954545454545455,0.9545454545454546,0.8842105263157894,0.07229832161943783,-0.004545454545454519,-0.004545454545454519,-0.004257246376811685,-0.004545454545454519,-0.004545454545454519,-0.004257246376811685,-0.004545454545454519,-0.004257246376811685,False,7,False
0.85,14,0.0,0.4,20,0.9909090909090909,0.9090909090909091,0.9873015873015873,21.0,20.5,28,0.7412803610853482,0.5555555555555556,0.9872727272727273,0.9090909090909091,0.8842105263157894,0.06836313643425262,-0.012727272727272698,-0.00909090909090915,-0.008192431561996893,-0.012727272727272698,-0.00909090909090915,-0.008192431561996893,-0.012727272727272698,-0.008192431561996893,False,8,False
0.85,14,0.1,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,-0.0021739130434783593,False,7,False
0.85,14,0.1,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,-0.0021739130434783593,False,7,False
0.85,14,0.1,0.3,20,0.9954545454545455,0.9545454545454546,0.9936507936507937,21.0,20.5,28,0.7452155462705334,0.5555555555555556,0.9942045454545454,0.9545454545454546,0.8842105263157894,0.07229832161943783,-0.005795454545454604,-0.004545454545454519,-0.004257246376811685,-0.005795454545454604,-0.004545454545454519,-0.004257246376811685,-0.005795454545454604,-0.004257246376811685,False,7,False
0.85,14,0.1,0.4,20,0.9931818181818182,0.9545454545454546,0.9904761904761905,21.0,20.5,28,0.7433636944186817,0.5555555555555556,0.9860227272727272,0.9318181818181818,0.8842105263157894,0.07044646976758606,-0.013977272727272783,-0.006818181818181834,-0.0061090982286634565,-0.013977272727272783,-0.006818181818181834,-0.0061090982286634565,-0.013977272727272783,-0.0061090982286634565,False,8,False
0.85,14,0.2,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,-0.0021739130434783593,False,7,False
0.85,14,0.2,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9964772727272727,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.0035227272727272885,-0.002272727272727315,-0.0021739130434783593,-0.0035227272727272885,0.0,0.0,-0.0012499999999999734,0.0,False,5,False
0.85,14,0.2,0.3,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9942045454545454,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.005795454545454604,-0.002272727272727315,-0.0021739130434783593,-0.005795454545454604,0.0,0.0,-0.0035227272727272885,0.0,False,5,False
0.85,14,0.2,0.4,20,0.9931818181818182,0.9545454545454546,0.9904761904761905,21.0,20.5,28,0.7433636944186817,0.5555555555555556,0.9763636363636363,0.9318181818181818,0.8842105263157894,0.07044646976758606,-0.023636363636363678,-0.006818181818181834,-0.0061090982286634565,-0.023636363636363678,-0.004545454545454519,-0.003935185185185097,-0.021363636363636362,-0.003935185185185097,False,8,False
0.85,14,0.3,0.1,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9977272727272727,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.002272727272727315,-0.002272727272727315,-0.0021739130434783593,-0.002272727272727315,0.0,0.0,0.0,0.0,False,4,False
0.85,14,0.3,0.2,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9953409090909091,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.0046590909090908905,-0.002272727272727315,-0.0021739130434783593,-0.0046590909090908905,0.002272727272727204,0.0021739130434782483,-0.00011363636363637131,0.0021739130434782483,False,4,False
0.85,14,0.3,0.3,20,0.9977272727272727,0.9545454545454546,0.9968253968253968,21.0,20.5,28,0.7472988796038668,0.5555555555555556,0.9917045454545456,0.9545454545454546,0.8842105263157894,0.07438165495277116,-0.00829545454545444,-0.002272727272727315,-0.0021739130434783593,-0.00829545454545444,0.002272727272727204,0.0021739130434782483,-0.00374999999999992,0.0021739130434782483,False,4,False
0.85,14,0.3,0.4,20,0.9929545454545454,0.95,0.9904761904761905,21.0,20.5,28,0.7436613134663006,0.5555555555555556,0.9697348484848485,0.9,0.8842105263157894,0.070744088815205,-0.030265151515151523,-0.007045454545454577,-0.005811479181044521,-0.030265151515151523,-0.0025000000000000577,-0.0014636530940879133,-0.022196969696969715,-0.0014636530940879133,False,8,False
0.9,8,0.0,0.1,20,1.0,1.0,1.0,21.7,22.0,29,0.7337361776391882,0.5263157894736842,1.0,1.0,0.9136842105263158,0.06081895298809259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False
0.9,8,0.0,0.2,20,0.9954545454545455,0.9090909090909091,0.9968253968253968,21.7,22.0,29,0.7295695109725215,0.5263157894736842,0.9954545454545455,0.9090909090909091,0.9136842105263158,0.05665228632142594,-0.004545454545454519,-0.004545454545454519,-0.004166666666666652,-0.004545454545454519,-0.004545454545454519,-0.004166666666666652,-0.004545454545454519,-0.004166666666666652,False,7,False
0.9,8,0.0,0.3,20,0.9954545454545455,0.9090909090909091,0.9968253968253968,21.7,22.0,29,0.7295695109725215,0.5263157894736842,0.9954545454545455,0.9090909090909091,0.9136842105263158,0.05665228632142594,-0.004545454545454519,-0.004545454545454519,-0.004166666666666652,-0.004545454545454519,-0.004545454545454519,-0.004166666666666652,-0.004545454545454519,-0.004166666666666652,False,7,False
0.9,8,0.0,0.4,20,0.9909090909090909,0.9090909090909091,0.9904761904761905,21.7,22.0,29,0.7258607197637303,0.5263157894736842,0.9872727272727273,0.9090909090909091,0.9136842105263158,0.05294349511263474,-0.012727272727272698,-0.00909090909090915,-0.007875457875457847,-0.012727272727272698,-0.00909090909090915,-0.007875457875457847,-0.012727272727272698,-0.007875457875457847,False,8,False
0.9,8,0.1,0.1,20,1.0,1.0,1.0,21.7,22.0,29,0.7337361776391882,0.5263157894736842,1.0,1.0,0.9136842105263158,0.06081895298809259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False
0.9,8,0.1,0.2,20,1.0,1.0,1.0,21.7,22.0,29,0.7337361776391882,0.5263157894736842,1.0,1.0,0.9136842105263158,0.06081895298809259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1,False
